POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,PREDICTED_CAPACITY
*CC(CC(=O)OC)C(=O)NCCP(=O)(OC(C)O*)OCC(C)(C)C,CN(C)C(=N)N=C(N)N,8.2,12.5,5.86197e-05
*CCOCC[Si](C)(C)CCNC(=O)CCS(c1ccc(C(=O)O*)cc1)c1ccc(OCCCOCCCCCC)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.453254e-05
*CCCCCCN(CCSCCCOC(=O)O*)c1ccc(C=O)Occ1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.1771978e-05
*OC(=O)NC(O)CCCCC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,5.0747865e-05
*CCCCCCCCCCCCCCCCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)O*)cc2)cc1CCCC,CN(C)C(=N)N=C(N)N,8.2,12.5,4.899139e-05
*CCCc1ccnc(CCCCc2ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc3ccc(*)s3)cc2)c1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.8005433e-05
*CCCCCCCCCOC(=O)C(CCCCCCCCCCOc1ccc(C(=O)O*)cc1)c1ccc([Si](C)(C)C)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.7933703e-05
*Oc1ccc(C(C)(C)c2ccc(/N=N/c3ccc(*)cc3C(=O)Oc3ccc(OC)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.8458846e-05
*Oc1ccc(CC(NC(=O)NCC)C(*)=O)cc1C(C)C,CN(C)C(=N)N=C(N)N,8.2,12.5,3.6286132e-05
*OC(=O)CCCCCCCCCCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCCCCOc2ccc(-c3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.1974978e-05
*CC(O)COCCCOC(=O)N(CCCCCCCCCCCCC)c1ccc(Cc2ccc(-c3ccc(OC)cc3)cc2)cc1*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.9498615e-05
*CCCCCCCCCCCCOC(=O)CCCC(=O)OC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.8239829e-05
*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCO*)nc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.672552e-05
*CCCCCCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2S(=O)(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.6626156e-05
*C(=O)NCCCCCCCCNC(=O)c1ccc(C(=O)NCCCCNC(=O)c2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.6200174e-05
*CCCCCCCCCCCCCCCOc1ccc(CC(=O)OCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.5197566e-05
*CCCCCCN(C)CNC(=O)C(C)(C)C(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.33170315e-05
*Oc1ccc(C(=NC#N)c2ccc(Cc3ccc(Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)c(C(C)(C)C)c3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.2534197e-05
*CC1CCC(CCCCCCCCCCCCNC(=O)C(OCC)CCCCC(=O)O*)CC1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.159226e-05
*OCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCC(=O)Oc1ccc(-c2ccc(OC(*)(OC)COCCOCC[Si](C)(C)C)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1354524e-05
*CCCS(=O)(=O)CCCCCCCCCCNC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0938341e-05
*CCCCCNC(=O)Cc1ccc(C(=O)NCCSCCCNC(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0665143e-05
*Oc1ccc(NC(=O)OCCCCCCCCOC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,9.922233e-06
*CCCCCCCCCCOC(=O)NCCNCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,8.442601e-06
*OC(SC(=O)O*)C(C)c1ccc(/N=N/c2ccccc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.874249e-06
*CC(O)CN(*)CCc1ccc(C(C)(C)c2cccc([N+](=O)[O-])c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.4750956e-06
*/C=N/c1ccc(NCC(=O)CCc2ccc(OCCCCCCCCCCCCC(*)=O)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.2660628e-06
*Oc1ccc(CC(=O)N/C=C/c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.6119834e-06
*CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/CCc3ccc(O*)c(OC)c3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.425716e-06
*Nc1ccc(C(=O)c2ccc(C(=O)NCCCCCCCNC(=O)c3ccc(NC(=O)SCCCCCCCCC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.829369e-06
*NN=Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.7481167e-06
*CCCCCCCOC(=O)C/C=C/c1ccc(NC(=O)OC(F)(F)CCOc2ccc(N(*)CCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.194724e-06
*CCCCCCCCOC(=O)CCCCOC(=O)C(CCCCCCSC(=O)O*)c1ccc(/N=N/c2ccc(OCCCCCCCCCCCCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.4366667e-06
*CCOCCOCCOC(=O)CCCSCCCCCCCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.4119653e-06
*CCOCCO[Si](C)(C)NCC(=O)OC(*)OC(C)C,CN(C)C(=N)N=C(N)N,8.2,12.5,3.3622855e-06
*CCCCCCCCC(=O)OCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)s1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.1162735e-06
*CCCCCCCCCCCCCOC(=O)OCCCCCCCCOc1ccc(C(=O)OCc2ccc(-c3ccc(O*)cc3)c(C)c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.0253025e-06
*CCC(C)(C)CNC(=O)CCCCCCCCCC(=O)Nc1ccc(Cc2ccc(CNC(=O)C(C)C(=O)N*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.8879863e-06
*CCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)CCCCCCCCCCC(=O)Nc4ccc(*)nc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.7063654e-06
*CCCCCCCCCCCNC(=O)C(C)C(=O)NCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.3530629e-06
*CCC(C(=O)C(C)C)CC(C)C(=O)NCCCCCCCNC(=O)C(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.9156446e-06
*CC(NC(=O)NCc1ccc(Sc2ccc(C(=O)O*)cc2)cc1)COc1ccc(/N=N/c2ccc(CCCCC#N)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.8612592e-06
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(-c3ccc(C(=O)N*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.7024711e-06
*CCOCCOCCOCCOC(=O)CCCCCCCCCCCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.6658431e-06
*CCCCCCCCCCCCNC(=O)C(=O)OCCCOC(=O)c1ccc(/N=C/c2ccc(-c3ccc(O*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.2610205e-06
*NC(C#N)C(=O)N(CC(=O)CCCCCC(=O)NCCCCC)NC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1764299e-06
*CCCCCCCCCCCCNC(=O)c1ccc(NC(=O)CC(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1229513e-06
*CCOC(=O)C(O)CCCCCCCC(=O)OC(C)NC(=O)C(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,9.894108e-07
*CCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCc1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.0437645e-07
*CCCNC(=O)CNC(=O)CC(Cc1cccc(C(=O)NNC(=O)CCCC[SH](=O)(O*)CCCCC)c1)c1c(cccc1)c1ccccc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.1549335e-07
*CCCCCOC(=O)CCCCCCCCCCCCCCc1ccc(CCc2ccc(NSC(=O)CCCCC(=O)N*)c(OC)c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.3642007e-07
*CCCOCCCCCCOC(=O)CCCCCCCCCCCCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,4.242695e-07
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCNC(=O)OCCCCCCCC,CN(C)C(=N)N=C(N)N,8.2,12.5,3.7383353e-07
*CCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.375205e-07
*Oc1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc2ccc(/C=N/c3ccc(S(=O)(=O)CCCCCCCCCCCC(=O)c4ccc(*)o4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.192741e-07
*CCCOCCOCCOCCOC(=O)c1ccc(C(=O)SCCCCNC(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.0103638e-07
*OC(=O)OCCOCCOc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(*)=O)c(OC)c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.5988157e-07
*C(=O)CN(CC)C(=O)CNC(=O)CCCC(C)C(=O)NCCOC(=O)c1ccc(C(=O)NC(=O)c2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.2261945e-07
*CCCCCCCCCCCOc1ccc(C(=O)OCCCCCCCCNC(=O)c2ccc(Oc3ccc(C(=O)O*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0204962e-07
*CC(CC)(C)COC(=O)NCCCCCCCCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.9876997e-07
*CCCCCCCSC(=O)c1ccc(C(=O)NCCCCCCCNC(=O)c2ccc(C(=O)N*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.658949e-07
*OC(=O)NC(=P(*)Oc1ccc(CC)cc1)C(=O)OCCC(F)(F)F,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1841058e-07
*CCCCCCCCC(=O)S(=O)CC(C)(C)CC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.07024846e-07
*CCOCCOCCCOCCOCCOCCOCCCOCCOc1ccc(C(=O)Nc2ccc(OC(=O)Nc3ccc(C(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0621911e-07
*C(=O)CN(c1ccc(CC(C)(C)c2ccccc2)cc1)C(=O)NCCCCCSCCNC(=O)C(=O)NCCCSCCCCNC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,9.983141e-08
*CCCCCCCCCCCOC(=O)CC(CCCCCCCCCCCCCCCCCCCCCCCC(=O)O*)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.26554e-08
*CCCCCCCCCCCCCCCCCOC(=O)CCOCCCOc1ccc(C(C)(C)c2ccc(S(*)(=O)=O)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.480522e-08
*CCCCCCCCCCCCCC(=O)NCNC(=O)C1COC1*,CN(C)C(=N)N=C(N)N,8.2,12.5,6.9179556e-08
*OC(=O)NCCCCOCCOCCOC(=O)CCCCC(=O)N(CCC)N(*)C(=O)O,CN(C)C(=N)N=C(N)N,8.2,12.5,4.8072707e-08
*CCC[Se]C(=O)NCCCCCCNC(=O)OCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,4.345402e-08
*OC(=O)c1ccc(NC(=O)CCCCC(=O)NCCCCCCCS(=O)(=O)c2ccc(C(*)=O)c(OC)c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.0142737e-08
*CCCCCCCSSCCNC(=O)NCCC(=O)NC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.6919694e-08
*CCCCCCCOC(=O)NCCSCSSCCSCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.9070943e-08
*CCCCCCCCCOC(=O)NS(=O)(=O)CCSSS(=O)(=O)CC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.8691074e-08
*CCCCCOCCCCCCCCCCCNC(=O)OCc1ccc(OC(=O)NNC(=O)c2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.4167127e-08
*NC(C)CNC(=O)NCCSC=C/CCCCCC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,2.234902e-08
*Oc1ccc(-c2cccc(OC(=O)NCCCCCNC(=O)CCCCCCCCCCC(*)=O)c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.233483e-08
*NC(C)COC(=O)NCCCCCC(=O)OCCCCCOC(=O)c1ccc(C(*)=O)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0758597e-08
*CCCCCCCCCCCCCCCCCOCCC=CCCCC(=O)OCCCOc1ccc(/C=N/c2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.7329214e-08
*CCOCCOCCCOC(=O)CCCCCCCCCCC(=O)OCC#COC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,1.5523323e-08
*C(=O)NCCCCNC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCC(=O)Nc3ccc(O*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.2674262e-08
*CC(O)COC(=O)CCCCCCCCS(=O)(=O)CCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1189563e-08
*CCCCCCCCOC(=O)CCCCOc1ccc(C(=O)OCCCCOC(=O)c2ccc(OCCOC(=O)CCc3ccc(O*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.04758335e-08
*CC(=O)CC(=O)NCCNC(=O)SNCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,9.323764e-09
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)OC(C)C)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,9.159224e-09
*CC(*)C(=O)OCCCCCCCCCCCCCOC(=O)c1ccc(OCCCCCCCCCC)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.975456e-09
*CCCCCCCCCCCCCCCOC(=O)CCCCCCNC(=O)CCc1ccccc1C(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,6.5293544e-09
*Sc1ccc(NC(=O)CCCCCCCCCCCC(=O)NCCCCCNC(=O)c2ccc(C(=O)N*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.1438884e-09
*CCCCCCCCCCCOC(=O)NCCCCOCCCCCCNC(=O)Oc1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.0860435e-09
*CCN(*)C(=O)CCCCCC(=O)Nc1ccc(/N=N/c2ccc(OC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.8658072e-09
*CC(*)(C)C(=O)[N+](=O)[O-],CN(C)C(=N)N=C(N)N,8.2,12.5,3.5690395e-09
*CC(C)(C)COC(=O)OCCCCCCOCCCCCCCCCCCCCOC(=O)Nc1ccc(/C=C/c2ccc(OC(=O)c3ccc(O*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.3290972e-09
*CCCCCCCCCCCCCCCCCCCCCCCCCCCC#CCCC(=O)Nc1ccc(NC(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.1719243e-09
*/C=CC(/*)CCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.7673086e-09
*CCC(C)NC(=O)CCCCS(=O)(=O)CCCCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.745962e-09
*O[Si](*)(C)CCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0262945e-09
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0235253e-09
*CCCCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1691804e-09
*NC(=O)CCCCCCCCCCCOC(=O)C(=O)OCCCOC(=O)C(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0032358e-09
*C(*)CC(=O)Oc1ccc(/N=N/c2ccc(OCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,9.747874e-10
*NC(=O)CCCCCCCCC(=O)NCCCCOC(=O)*,CN(C)C(=N)N=C(N)N,8.2,12.5,9.377621e-10
*CCCCCCCCCCCCCCCCCCCCCCCC#CCOC(=O)OCCOC(=O)c1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.5430894e-10
*CC(*)C(=O)OCOCCCCCc1cccc(-c2c(OCCOCCCOCC)cc2)c1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.355221e-10
*CCCCCCCCCCCCCCCCCNC(=O)CP(=O)(CCCCCCCCCC)C(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,6.2357713e-10
*CC(*)C(=O)OCCCCCCOc1ccc(C(C)(C)c2ccc(O)c(OCCCCC)c2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.790226e-10
*CC(=O)NCCCCCCCCCCCNC(=O)Nc1ccc(CCc2ccc(NC(=O)CCCCCC(=O)N*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.728206e-10
*CCCCCCCCCCCCOC(=O)SCCCCCSCCCCCCC(=O)OC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.263099e-10
*Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc3ccc(Oc4ccc(*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.3873044e-10
*CCCCCCC(=O)CCCCCCCCCCCCC(=O)OCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.382885e-10
*NC(CCC(=O)NCCCCCCNC(=O)c1ccc(C(=O)OCCCCCCNC(=O)C(*)=O)cc1)CC(=O)OCC,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0477792e-10
*CC(*)c1ccc(C(=O)OC(C)O[Si](C)(O)OC=C)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.7096691e-10
*CCCCCCC(F)NC(=O)NCCCCCSCCCNC(=O)C(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.5926842e-10
*Nc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Sc4ccc(NC(=O)OC)cc4)cc3)cc2)cc1*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.5550392e-10
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.262344e-10
*CCCCCCCCCCOc1ccc(C(=O)OC(=O)NCCCCCCCCS(=O)(=O)CCCCCCCCC(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.722247e-11
*NC(C(=O)NCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCNC(*)=O)c1ccc(/C=N/c2ccc(OC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.274676e-11
*O[Si](*)(C)CCCCCOC(=O)c1ccc(/N=N/c2ccc(C#Cc3ccccc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.586465e-11
*CCCCCNC(=O)CCCC(=O)NCCCCCCNC(=O)Nc1ccc(C(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.352689e-11
*CCCCCCCCCCCSCCC(=O)NCCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,4.273288e-11
*O[Si](C)(C)O[Si](C)(C)CCCOC(=O)SCC(=O)OCCCCCCSCCCCCOc1ccc(OC(*)=O)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.271916e-11
*OC(F)COC(=O)NCCCCNC(=O)OCCCCCCCCC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,2.6818374e-11
*CCCSC(=O)C(=O)NCCCCCS(=O)(=O)CC(=O)NCCN*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.6171659e-11
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccccc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.2402932e-11
*CC(*)C(=O)OC(=O)OCCCCCC(=S)Oc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.1953911e-11
*CCCCCCCCCCCCCC(=O)NCCCNC(=O)CCc1ccc1C(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.8258638e-11
*CCCCCCOC(=O)SC1CCN(C)CCCCCCCC=C(CC(=C)CCCCCNC(=O)CCCCCC(=O)O*)CCCCC1C,CN(C)C(=N)N=C(N)N,8.2,12.5,1.3067739e-11
*CCCCCCCCCCC(=O)Oc1ccc(C(=O)NNC(=O)C(=O)NCCCNC(=O)c2ccc(NC(=O)OCCO*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.256928e-11
*CC(*)(C#C)CCCCCCOC(=O)NCc1ccc(C#N)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0455298e-11
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc([N+](=O)[O-])cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0367802e-11
*CCCCCC(=O)NCCc1ccc(COC(=O)CCCCCCCCCCCCCC(=O)NCCCCCC*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,9.929321e-12
*CC(*)(CC(=O)OCCCCCCCCC)C(C)C(=O)OCCCCCCCCCOC(C)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,9.810946e-12
*CCCCCCCOC(=O)NCCCCCCCCCCCNC(=O)CCCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,9.518658e-12
*O[Si](*)(C)CCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.30077e-12
*CCCCCCCCCCCCCNC(=O)c1ccc(NC(=O)CCCCC(=O)N*)cC(=O)Oc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.485059e-12
*CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)Oc2ccc(C(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.44096e-12
*CC(*)(C)C(=O)OCCCCCCCCCCCCCOC(=O)c1ccc(OC(C)O)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.1110565e-12
*CCCCCCCCCC(=O)NNC(=O)CCCSCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,7.0890637e-12
*CCCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCO*,CN(C)C(=N)N=C(N)N,8.2,12.5,6.1181294e-12
*CCOCCOCCOCCOCCCOCCOCCCCOCCOC(=O)OCSCCCCCOC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,5.9025866e-12
*c1ccc(C(=O)Oc2ccc(C(=O)OC(OC)OCC(C)CCCCOC(=O)c3ccc(F)cc3)cc2)cc1*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.5678429e-12
*CC(*)(C)C(=O)OCCOc1ccc(OC(=O)c2ccc(OCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.0823091e-12
*CC(*)(C)C(=O)OCCCCCOc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.8420161e-12
*CCCCCOC(=O)NOCCCCOCCOCCNC(=O)OCCSCOCCCCCCO*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.8015061e-12
*CCCCCCCCCCCCCC=C/C(=O)CCCCCCCCCCC(=O)NCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)c(Cc2ccccc2)c1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.5168061e-12
*NC(CON(CCOC(=O)C(=O)O)C)C(*)(C(=O)OCCCCCCC)C(C)(C)C,CN(C)C(=N)N=C(N)N,8.2,12.5,1.3903765e-12
*CCCCCC(=O)NCCCCCNC(=O)CCCCOC(=O)c1ccc(C(=O)NSCC(*)=O)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.2015367e-12
*CC(*)(C)C(=O)OCCCOc1ccc(OCC(CO)c2ccc(C(=O)C)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1824575e-12
*CC(*)(F)C(=O)OC(=O)OCCCCCCCCCCCCCCOc1ccc(/N=N/c2ccc(CCCCCCCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.990002e-13
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.6390395e-13
*CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCC(=N)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,6.9355226e-13
*CC(C)C(C)C(*)CC(=O)Oc1ccc(/N=N/c2ccc(/C=C/c3ccc(OCCCCCCCC)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.6045312e-13
*CCCCCCCC(=O)CCCC(=O)NCCCCCOCCNC(=O)c1ccc(C(=O)NCCCC(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.5870284e-13
