POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,PREDICTED_CAPACITY
*/N=N/N=C/c1ccc(/C(C)=C/c2ccccc2)cc1CC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.0001928904
*NN=Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.00016983505
*CNC(CCOC(=O)Cc1ccc(Cl)cc1)C(=O)NCC(=O)OCCOC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.00016452846
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(-c3ccc(C(=O)N*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.00016311831
*CCC(C)(C)CNC(=O)CCCCCCCCCC(=O)Nc1ccc(Cc2ccc(CNC(=O)C(C)C(=O)N*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.00014208748
*Nc1ccc(C(=O)c2ccc(C(=O)NCCCCCCCNC(=O)c3ccc(NC(=O)SCCCCCCCCC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.00013056648
*/C=N/c1ccc(NCC(=O)CCc2ccc(OCCCCCCCCCCCCC(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,0.0001296703
*CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/CCc3ccc(O*)c(OC)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.974847e-05
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(NC(=O)c4ccc(OC(=O)c5ccc(*)s5)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.7288765e-05
*CCOCCOCCOC(=O)CCCSCCCCCCCCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.0463356e-05
*CCCCCCCCC(=O)OCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)s1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,7.809652e-05
*CCCCCCCCCCCCCOC(=O)OCCCCCCCCOc1ccc(C(=O)OCc2ccc(-c3ccc(O*)cc3)c(C)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.850396e-05
*CCOCCOCCOCCOC(=O)CCCCCCCCCCCCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.551848e-05
*Oc1ccc(CC(=O)N/C=C/c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.333285e-05
*CCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)CCCCCCCCCCC(=O)Nc4ccc(*)nc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.325788e-05
*CCCCCCCCCCOC(=O)c1ccc(C(C)(C)c2ccc(O*)cc2)cc1Oc1ccc([N+](=O)[O-])cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.0055627e-05
*CCCCCCCCCCCNC(=O)C(C)C(=O)NCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.5829216e-05
*Nc1c(Cl)cc(C(*)=O)c(S(=O)(=O)O)c1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.1722084e-05
*CCCCCCCOC(=O)C/C=C/c1ccc(NC(=O)OC(F)(F)CCOc2ccc(N(*)CCC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.67869e-05
*CCCCCCCCCCCCNC(=O)c1ccc(NC(=O)CC(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.9992712e-05
*CCC(C(=O)C(C)C)CC(C)C(=O)NCCCCCCCNC(=O)C(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.9640856e-05
*OP(=O)(OC)OC(O)c1ccc(/C=C/c2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.5707957e-05
*C(=O)CN(CC)C(=O)CNC(=O)CCCC(C)C(=O)NCCOC(=O)c1ccc(C(=O)NC(=O)c2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.4037432e-05
*CCCCCCCSC(=O)c1ccc(C(=O)NCCCCCCCNC(=O)c2ccc(C(=O)N*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.3392366e-05
*Oc1ccc(Sc2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)c(OC)c1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.0600542e-05
*CCCOCCCCCCOC(=O)CCCCCCCCCCCCCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.7205208e-05
*OCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCC(=O)Oc1ccc(-c2ccc(OC(*)(OC)COCCOCC[Si](C)(C)C)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.59995e-05
*CCOC(=O)C(O)CCCCCCCC(=O)OC(C)NC(=O)C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.5299069e-05
*CCCCCCCCCCCCNC(=O)C(=O)OCCCOC(=O)c1ccc(/N=C/c2ccc(-c3ccc(O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.3861632e-05
*CCCCCOC(=O)CCCCCCCCCCCCCCc1ccc(CCc2ccc(NSC(=O)CCCCC(=O)N*)c(OC)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.3032607e-05
*CCCNC(=O)CNC(=O)CC(Cc1cccc(C(=O)NNC(=O)CCCC[SH](=O)(O*)CCCCC)c1)c1c(cccc1)c1ccccc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.355737e-06
*CCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCc1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.130753e-06
*O[Si](C)(C)OC(O)c1ccc(C(=O)Oc2ccc(C(*)=O)cc2S(=O)(=O)O[Na])cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.353685e-06
*CCOCCOCCOP(=O)(C#N)C(=O)Sc1ccccc1-c1ccc(C(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.319641e-06
*Oc1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc2ccc(/C=N/c3ccc(S(=O)(=O)CCCCCCCCCCCC(=O)c4ccc(*)o4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,7.0897345e-06
*CCCOCCOCCOCCOC(=O)c1ccc(C(=O)SCCCCNC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.5575955e-06
*CC(CC)(C)COC(=O)NCCCCCCCCCCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.4121677e-06
*OC(=O)OCCOCCOc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(*)=O)c(OC)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.2924883e-06
*CCCCCCCCCCOc1ccc(C(=O)Nc2ccc(-c3ccc(N(*)C)cc3)cc2)cc1S(=O)(=O)O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.0993775e-06
*CCCOC(=O)C(C)CCC(=O)OC(Oc1ccccc1)C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.3202148e-06
*CCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.2835067e-06
*CCCCCCCCC(=O)S(=O)CC(C)(C)CC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.178706e-06
*C(=O)CN(c1ccc(CC(C)(C)c2ccccc2)cc1)C(=O)NCCCCCSCCNC(=O)C(=O)NCCCSCCCCNC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.1443676e-06
*CCCCCCCCCCCOc1ccc(C(=O)OCCCCCCCCNC(=O)c2ccc(Oc3ccc(C(=O)O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.7794365e-06
*CCCCCCC(=O)N(CCCCCCOc1ccc(CCCC(=O)O*)c(C)c1)C(=O)OCCOc1ccc(/N=N/c2ccc(F)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.6981277e-06
*CC(C#N)=C(C=C(C)C(=O)NC(C)N*)CCCCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.127132e-06
*OC(=O)NCCCCOCCOCCOC(=O)CCCCC(=O)N(CCC)N(*)C(=O)O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.1614438e-06
*Oc1ccc(/C(C#N)=N/C=C/c2ccc(C(=O)OCC(*)=O)cc2OCCCCC(C)CC)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.8931963e-06
*Oc1ccc(OC(=O)c2ccc(NCCCCCNC(=O)c3ccc(C(*)=O)c(OC)c3)cc2)cc1Oc1ccccc1[N+](=O)[O-],CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.8820377e-06
*CCCCCCCCCOC(=O)C(CCCCCCCCCCOc1ccc(C(=O)O*)cc1)c1ccc([Si](C)(C)C)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.3715995e-06
*CCC[Se]C(=O)NCCCCCCNC(=O)OCCCCCC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.262746e-06
*CC(C#N)C(=O)Nc1ccc(NNC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.1806816e-06
*CCOCCOCCCOCCOCCOCCOCCCOCCOc1ccc(C(=O)Nc2ccc(OC(=O)Nc3ccc(C(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.7517624e-06
*CCCCCCCCCCCOC(=O)CC(CCCCCCCCCCCCCCCCCCCCCCCC(=O)O*)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.5240142e-06
*CCCCCCN(CCSCCCOC(=O)O*)c1ccc(C=O)Occ1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.3053424e-06
*CCCCCCCCOC(=O)CCCCOC(=O)C(CCCCCCSC(=O)O*)c1ccc(/N=N/c2ccc(OCCCCCCCCCCCCC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.1802078e-06
*CCCCCCCCCCCCCC(=O)NCNC(=O)C1COC1*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.1516179e-06
*CCCCCCCCCCCCCCCCCOC(=O)CCOCCCOc1ccc(C(C)(C)c2ccc(S(*)(=O)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.1141423e-06
*OC(=O)c1ccc(NC(=O)CCCCC(=O)NCCCCCCCS(=O)(=O)c2ccc(C(*)=O)c(OC)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.0550339e-06
*CCCCCCCCCOC(=O)NS(=O)(=O)CCSSS(=O)(=O)CC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.0427303e-06
*NC(C)CNC(=O)NCCSC=C/CCCCCC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.0152743e-06
*CCCCCOCCCCCCCCCCCNC(=O)OCc1ccc(OC(=O)NNC(=O)c2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.4220263e-07
*NC(C)COC(=O)NCCCCCC(=O)OCCCCCOC(=O)c1ccc(C(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.356411e-07
*C(=O)NCCCCNC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCC(=O)Nc3ccc(O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.064981e-07
*Cc1ccc(NC(=O)OCCCCCCCCCCCCCCCCCC(=O)Oc2ccc(O*)o2)cc1CCCCCCC(=O)OCCCCc1ccccc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.936689e-07
*CC(=O)CC(=O)NCCNC(=O)SNCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,7.762168e-07
*CCOCCOCCCOC(=O)CCCCCCCCCCC(=O)OCC#COC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.552229e-07
*c1ccc(OC(=O)c2ccc(C(=O)O*)cc2C)c(OC(=O)c2ccccc2)c1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.5164716e-07
*Oc1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C(*)=O)c(C(C)C)c4)cc3)cc2)cc1OC#CCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.2957264e-07
*Oc1ccc(-c2cccc(OC(=O)NCCCCCNC(=O)CCCCCCCCCCC(*)=O)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.8910723e-07
*CCCCCCCSSCCNC(=O)NCCC(=O)NC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.867225e-07
*CCCCCCCCCCCCCCCCCOCCC=CCCCC(=O)OCCCOc1ccc(/C=N/c2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.5102908e-07
*CCCCCCCOC(=O)NCCSCSSCCSCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.0004184e-07
*CC(O)COC(=O)CCCCCCCCS(=O)(=O)CCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.9574923e-07
*CC(CC(=O)OC)C(=O)NCCP(=O)(OC(C)O*)OCC(C)(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.7940953e-07
*CCCCCCCCOC(=O)CCCCOc1ccc(C(=O)OCCCCOC(=O)c2ccc(OCCOC(=O)CCc3ccc(O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.577205e-07
*CCOCC[Si](C)(C)CCNC(=O)CCS(c1ccc(C(=O)O*)cc1)c1ccc(OCCCOCCCCCC)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.5267116e-07
*Oc1ccc(C(=O)c2ccc(OC(=O)OCCOC(*)=O)cc2C(=O)Oc2ccc(OC(=O)c3ccc(C#N)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.3700338e-07
*CCCCCCCCCCCCCCCOC(=O)CCCCCCNC(=O)CCc1ccccc1C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.8832627e-07
*CCCCCCCCCCCCCCCCCCCCCCCCCCCC#CCCC(=O)Nc1ccc(NC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.3181214e-07
*C(=O)/C=C(\C)c1ccc(C(=O)CN(*)c2ccc(C(=O)OCCCCCCCCCCCC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.618768e-08
*CCCCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.252969e-08
*NC(=O)CCCCCCCCC(=O)NCCCCOC(=O)*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.1334214e-08
*Sc1ccc(NC(=O)CCCCCCCCCCCC(=O)NCCCCCNC(=O)c2ccc(C(=O)N*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,7.253054e-08
*CCCCCCCCCCCOC(=O)NCCCCOCCCCCCNC(=O)Oc1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.691468e-08
*CCC(C)NC(=O)CCCCS(=O)(=O)CCCCCCCCC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.7671407e-08
*CCCCCCCCCCCCCCCCCNC(=O)CP(=O)(CCCCCCCCCC)C(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.2954263e-08
*CC(C)(C)COC(=O)OCCCCCCOCCCCCCCCCCCCCOC(=O)Nc1ccc(/C=C/c2ccc(OC(=O)c3ccc(O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.1026934e-08
*CCCCCc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1OCCCCCCCCCCCOc1ccc(*)s1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.9148557e-08
*NC(=O)CCCCCCCCCCCOC(=O)C(=O)OCCCOC(=O)C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.635955e-08
*CCOCCO[Si](C)(C)NCC(=O)OC(*)OC(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.6520636e-08
*NC(CCC(=O)NCCCCCCNC(=O)c1ccc(C(=O)OCCCCCCNC(=O)C(*)=O)cc1)CC(=O)OCC,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.119845e-08
*NC(C#N)C(=O)N(CC(=O)CCCCCC(=O)NCCCCC)NC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.0227779e-08
*CCCCCCC(F)NC(=O)NCCCCCSCCCNC(=O)C(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.9228944e-08
*CCCCCCCCCCCCCCCCCCCCCCCC#CCOC(=O)OCCOC(=O)c1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.6929947e-08
*CC(=O)NCCCCCCCCCCCNC(=O)Nc1ccc(CCc2ccc(NC(=O)CCCCCC(=O)N*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.4698755e-08
*NC(CC(*)=O)C(=O)OCCOC(CC)O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.3939401e-08
*CCCCCCCCCCCCOC(=O)SCCCCCSCCCCCCC(=O)OC(=O)c1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.1345933e-08
*Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc3ccc(Oc4ccc(*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.0174872e-08
*CCCCCCCCCCOc1ccc(C(=O)OC(=O)NCCCCCCCCS(=O)(=O)CCCCCCCCC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.397973e-09
*CCCCCCC(=O)CCCCCCCCCCCCC(=O)OCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,8.089958e-09
*Oc1ccc(CC(NC(=O)NCC)C(*)=O)cc1C(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.7865282e-09
*OC(CCCCCCCN(C)OC(=O)O*)c1ccc(Oc2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.5665224e-09
*CCCCCNC(=O)CCCC(=O)NCCCCCCNC(=O)Nc1ccc(C(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.1928906e-09
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.618808e-09
*CC(O)COCCCOC(=O)N(CCCCCCCCCCCCC)c1ccc(Cc2ccc(-c3ccc(OC)cc3)cc2)cc1*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.270017e-09
*Oc1ccc(C(C)(C)c2ccc(/N=N/c3ccc(*)cc3C(=O)Oc3ccc(OC)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.834158e-09
*CCCCCCCCCCCSCCC(=O)NCCCCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.3045324e-09
*CCCCCCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2S(=O)(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.8064017e-09
*Oc1ccc(C(=NC#N)c2ccc(Cc3ccc(Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)c(C(C)(C)C)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.5184497e-09
*CC(O)CN(*)CCc1ccc(C(C)(C)c2cccc([N+](=O)[O-])c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.3408402e-09
*NC(C(=O)NCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCNC(*)=O)c1ccc(/C=N/c2ccc(OC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.1961309e-09
*OC(SC(=O)O*)C(C)c1ccc(/N=N/c2ccccc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.1694348e-09
*CCCSC(=O)C(=O)NCCCCCS(=O)(=O)CC(=O)NCCN*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.09068e-10
*OC(F)COC(=O)NCCCCNC(=O)OCCCCCCCCC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.709686e-10
*CCCCCCCCCCCCCC(=O)NCCCNC(=O)CCc1ccc1C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,6.03484e-10
*CCCCCCCOC(=O)NCCCCCCCCCCCNC(=O)CCCCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.376576e-10
*O[Si](C)(C)O[Si](C)(C)CCCOC(=O)SCC(=O)OCCCCCCSCCCCCOc1ccc(OC(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,5.132978e-10
*CCCCCCOC(=O)SC1CCN(C)CCCCCCCC=C(CC(=C)CCCCCNC(=O)CCCCCC(=O)O*)CCCCC1C,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.4811038e-10
*CCCCCC(=O)NCCc1ccc(COC(=O)CCCCCCCCCCCCCC(=O)NCCCCCC*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.3323217e-10
*CCCCCCCCCC(=O)NNC(=O)CCCSCCCCCC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.7398343e-10
*CC(NC(=O)NCc1ccc(Sc2ccc(C(=O)O*)cc2)cc1)COc1ccc(/N=N/c2ccc(CCCCC#N)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.7139535e-10
*CCCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCO*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.4868135e-10
*CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)Oc2ccc(C(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.153751e-10
*CCCCCCCCCCCCCC=C/C(=O)CCCCCCCCCCC(=O)NCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)c(Cc2ccccc2)c1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.1379364e-10
*CCOCCOCCOCCOCCCOCCOCCCCOCCOC(=O)OCSCCCCCOC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.6024868e-10
*CCCCCC(=O)NCCCCCNC(=O)CCCCOC(=O)c1ccc(C(=O)NSCC(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.4014165e-10
*CCCCCCCCCCCCCNC(=O)c1ccc(NC(=O)CCCCC(=O)N*)cC(=O)Oc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.2100175e-10
*CCCCCCCCCCC(=O)Oc1ccc(C(=O)NNC(=O)C(=O)NCCCNC(=O)c2ccc(NC(=O)OCCO*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,9.59621e-11
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCNC(=O)OCCCCCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.2929105e-11
*CCCCCOC(=O)NOCCCCOCCOCCNC(=O)OCCSCOCCCCCCO*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.1134235e-11
*CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)OCCCOC(=O)CCCCCCC(=N)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.731325e-11
*CCCCCCCC(=O)CCCC(=O)NCCCCCOCCNC(=O)c1ccc(C(=O)NCCCC(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.3612215e-11
*CCOCC(=O)SSCCCCCCCCC(=O)NCCNC(=O)OCCCCCCOCCO*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,2.3108437e-11
*OC(=O)NC(=P(*)Oc1ccc(CC)cc1)C(=O)OCCC(F)(F)F,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,1.15665385e-11
*CCCCCCNNC(=O)CCCCCCCCCC(=O)NCCCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,4.2007565e-12
*CCOC(=O)CNCCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCOCC(=O)c1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.954247e-12
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)NNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.486005e-12
*CCC(C)CCCCCCSC(=O)OCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,12.5,3.4624543e-12
